timestamp,ch1
1709667450.224,25892.97603285027
1709667450.228,25894.98768985125
1709667450.2319999,25896.999346852226
1709667450.236,25898.27339628618
1709667450.24,25893.22190203928
1709667450.244,25893.132495061458
1709667450.248,25897.73695441925
1709667450.252,0.0
1709667450.256,26765.185804985264
1709667450.26,26754.412264157807
1709667450.264,26752.467662390194
1709667450.268,26761.609525872413
1709667450.272,26765.565784641003
1709667450.276,26761.81069157251
1709667450.28,26753.741711824146
1709667450.284,26754.00993275761
1709667450.2879999,26762.369485183895
1709667450.292,26763.218851473197
1709667450.296,26757.09447349244
1709667450.3,26754.971057769188
1709667450.304,26757.9661915262
1709667450.3079998,26754.971057769188
1709667450.3119998,26753.719360079693
1709667450.316,26751.014799000597
1709667450.32,26744.421034386283
1709667450.324,26749.785453055556
1709667450.3279998,26759.754331082622
1709667450.332,26761.609525872413
1709667450.336,26749.360769910905
1709667450.34,26741.604714584915
1709667450.3439999,26747.125595465375
1709667450.3479998,26755.61925835839
1709667450.352,26757.362694425905
1709667450.356,26756.133348480864
1709667450.36,26743.504612863617
1709667450.3639998,26746.00800824261
1709667450.3679998,26759.933145038267
1709667450.372,26762.660057861813
1709667450.376,26752.40060715683
1709667450.3799999,26747.974961754677
1709667450.384,26755.351037424927
1709667450.388,26762.838871817457
1709667450.392,26755.8651275474
1709667450.3960001,26748.556107110515
1709667450.4,26748.53375536606
1709667450.404,26758.52498513758
1709667450.408,26769.477339920682
1709667450.4120002,26771.600755643936
1709667450.4160001,26769.276174220584
1709667450.42,26771.421941688295
1709667450.424,26784.274194750094
1709667450.428,26781.055543548533
1709667450.4320002,26778.753313869634
1709667450.436,26779.73679062567
1709667450.44,26773.72417136719
1709667450.444,26773.858281833924
1709667450.448,26773.858281833924
1709667450.4520001,26775.40055220134
1709667450.456,26772.226604488686
1709667450.46,26772.96421205571
1709667450.464,26779.222700503196
1709667450.468,26782.843683104955
1709667450.472,26782.128427282387
1709667450.476,26775.467607434704
1709667450.48,26768.806787587022
1709667450.484,26778.574499913993
1709667450.488,26780.653212148336
1709667450.492,26778.44038944726
1709667450.496,26784.341249983463
1709667450.5,26775.288793479063
1709667450.504,26773.612412644914
1709667450.508,26784.02832556109
1709667450.512,26776.071104534996
1709667450.516,26774.59588940095
1709667450.52,26777.30045048004
1709667450.524,26776.764008613114
1709667450.5279999,26779.401514458837
1709667450.532,26780.005011559133
1709667450.536,26779.6697353923
