timestamp,ch1
1709668024.595,29701.3109566344
1709668024.599,29696.438276343142
1709668024.603,29703.702593291117
1709668024.607,29721.941616766646
1709668024.611,29726.926055780183
1709668024.615,29714.565541096395
1709668024.619,29698.852264744317
1709668024.6230001,0.0
1709668024.627,30551.683074436558
1709668024.631,30548.82205114628
1709668024.635,30545.7598621559
1709668024.639,30541.445975476025
1709668024.6430001,30548.598533701723
1709668024.647,30554.94642912703
1709668024.651,30561.584897230256
1709668024.655,30565.027065876373
1709668024.659,30565.38469378766
1709668024.663,30560.57906872977
1709668024.667,30557.24865880593
1709668024.671,30553.09123433724
1709668024.675,30549.537306968847
1709668024.679,30544.46346097749
1709668024.6829998,30542.8094318878
1709668024.687,30546.363359256193
1709668024.691,30553.158289570605
1709668024.695,30546.18454530055
1709668024.699,30535.098080050717
1709668024.703,30546.09513832273
1709668024.707,30556.17577507207
1709668024.711,30542.921190610075
1709668024.715,30537.735585896444
1709668024.7189999,30537.109737051695
1709668024.723,30540.395443486625
1709668024.727,30543.23411503245
1709668024.731,30548.486774979447
1709668024.735,30549.403196502117
1709668024.7389998,30542.585914443247
1709668024.743,30548.62088544618
1709668024.747,30553.068882592786
1709668024.751,30549.582010457758
1709668024.755,30539.61313243069
1709668024.759,30537.310902751793
1709668024.763,30546.94450461203
1709668024.7670002,30552.353626770215
1709668024.7710001,30549.447899991024
1709668024.775,30546.51982146738
1709668024.779,30540.19427778653
1709668024.7830002,30539.300208008317
1709668024.7870002,30546.989208100942
1709668024.7910001,30547.548001712326
1709668024.795,30542.965894098987
1709668024.799,30539.121394052672
1709668024.8030002,30539.434318475047
1709668024.8070002,30540.730719653457
1709668024.811,30535.008673072898
1709668024.815,30533.913437594587
1709668024.819,30531.18652477104
1709668024.8230002,30531.678263149057
1709668024.8270001,30532.170001527073
1709668024.831,30527.47613519146
1709668024.835,30525.08449853474
1709668024.839,30523.631635145146
1709668024.843,30527.833763102743
1709668024.8470001,30529.197219514517
1709668024.851,30527.543190424825
1709668024.855,30527.878466591654
1709668024.859,30522.156420011095
1709668024.8630002,30528.683129392044
1709668024.867,30533.265237005384
1709668024.871,30529.577199170257
