timestamp,ch1
1707818900.484,-18009.158135552185
1707818900.488,-17966.019268753444
1707818900.4919999,-17896.88532315318
1707818900.496,-17868.230386761476
1707818900.5,-17991.299091732395
1707818900.504,-18064.746924012536
1707818900.508,-18027.106586349797
1707818900.512,-17913.179744861096
1707818900.516,-17780.119810118653
1707818900.52,-17756.02462959583
1707818900.524,-17728.777853104813
1707818900.5279999,-17617.265000017287
1707818900.532,-17504.343987029075
1707818900.536,-17443.122558965988
1707818900.54,-17568.068810471155
1707818900.544,-17686.80127701775
1707818900.5479999,-17720.84298382318
1707818900.552,-17685.88485549508
1707818900.556,-17684.83432350568
1707818900.56,-17813.42390935706
1707818900.564,-17929.474166569016
1707818900.5679998,-17952.94349824709
1707818900.5719998,-17936.403207350162
1707818900.576,-17944.27102139843
1707818900.58,-18070.24545314854
1707818900.5839999,-18121.095671784362
1707818900.5879998,-18061.595328044335
1707818900.592,-17902.249741822452
1707818900.596,-17757.27632728533
1707818900.6,-17738.634972409604
1707818900.6039999,-17712.617541863627
1707818900.6079998,-17658.77218947079
1707818900.612,-17588.990043281323
1707818900.616,-17591.538142149227
1707818900.62,-17786.020670654856
1707818900.6239998,-17961.526568117926
1707818900.6279998,-18032.225135830064
1707818900.632,-18035.17556609816
1707818900.636,-18033.454481775105
1707818900.6399999,-18127.287104998482
1707818900.644,-18174.717506732646
1707818900.648,-18139.178233048708
1707818900.652,-18029.118243350775
1707818900.6560001,-17948.20492842256
1707818900.66,-18000.21743777006
1707818900.664,-18059.00252568752
1707818900.668,-18032.918039908178
1707818900.6720002,-17977.284547958916
1707818900.676,-17973.618861868246
1707818900.68,-18113.987817047575
1707818900.684,-18230.999199271107
1707818900.688,-18260.794074630034
1707818900.6920002,-18222.84081254492
1707818900.696,-18203.394794868804
1707818900.7,-18301.13897337186
1707818900.704,-18386.07560230203
1707818900.708,-18375.056192285563
1707818900.7120001,-18294.746374457645
1707818900.716,-18238.26351621908
1707818900.72,-18293.628787234877
1707818900.724,-18333.973685976707
1707818900.728,-18273.914548625296
1707818900.7319999,-18156.053800112462
1707818900.736,-18088.126848712785
1707818900.74,-18174.56104452146
1707818900.744,-18258.782417629056
1707818900.748,-18276.32853702647
1707818900.752,-18247.27126923457
1707818900.756,-18231.602696371403
1707818900.76,-18322.82016549351
1707818900.764,-18404.381681010924
1707818900.768,-18383.885131345407
1707818900.772,-18307.822144963997
1707818900.776,-18254.803807116008
1707818900.78,-18341.372113391415
1707818900.784,-18428.141585366917
1707818900.7879999,-18433.97539066975
1707818900.792,-18375.68204113031
1707818900.796,-18346.96004950524
1707818900.8,-18454.87427173546
1707818900.804,-18558.362848563534
1707818900.8079998,-18561.62620325401
1707818900.8119998,-18483.953891271816
1707818900.816,-18454.606050802
1707818900.82,-18568.77876147971
1707818900.824,-18646.31696299517
1707818900.8279998,-18632.5482884107
1707818900.832,-18551.456159526846
1707818900.836,-18509.5689904176
1707818900.84,-18605.54738110869
1707818900.8439999,-18629.5978581426
1707818900.8479998,-18577.406534839458
1707818900.852,-18469.022925975674
1707818900.856,-18411.35542528098
1707818900.86,-18489.541827385645
1707818900.8639998,-18543.990676878773
1707818900.8679998,-18512.027682307682
1707818900.872,-18442.670219262865
1707818900.876,-18398.145544307896
1707818900.8799999,-18486.904321539918
1707818900.884,-18575.037249927194
1707818900.888,-18561.782665465198
1707818900.892,-18465.021963718173
1707818900.8960001,-18398.950207108286
1707818900.9,-18477.784809802153
1707818900.904,-18557.53583401869
1707818900.908,-18525.528135958688
1707818900.9120002,-18420.698454463298
1707818900.9160001,-18363.38858167989
1707818900.92,-18445.66535301988
1707818900.924,-18482.970414515785
1707818900.928,-18458.450550848313
1707818900.9320002,-18403.48761123271
1707818900.936,-18368.57418639352
1707818900.94,-18446.291201864624
1707818900.944,-18527.875069126498
1707818900.948,-18491.88876055345
1707818900.9520001,-18382.29815748908
1707818900.956,-18318.752148002644
1707818900.96,-18391.55177969358
1707818900.964,-18453.28729787914
1707818900.968,-18418.709149206778
1707818900.972,-18320.62969453689
1707818900.976,-18276.216778304195
1707818900.98,-18376.956090564265
1707818900.984,-18477.918920268887
1707818900.988,-18471.213396932293
1707818900.992,-18425.92876266584
1707818900.996,-18426.778128955142
1707818901.0,-18546.494072257767
1707818901.004,-18607.112003220558
1707818901.008,-18596.5396280932
1707818901.012,-18530.356112761034
1707818901.016,-18510.351301473536
1707818901.02,-18626.580372641132
1707818901.024,-18685.74544021433
1707818901.0279999,-18656.777579400252
1707818901.032,-18576.065430172137
1707818901.036,-18533.686522684875
1707818901.04,-18617.88554404802
1707818901.044,-18679.442248277934
1707818901.0479999,-18645.4005414725
1707818901.0519998,-18553.020781638716
1707818901.056,-18503.6681298814
1707818901.06,-18592.20338966887
1707818901.064,-18633.375302955545
1707818901.0679998,-18587.844799500086
1707818901.072,-18476.354298157014
1707818901.076,-18420.11730910746
1707818901.08,-18499.600112390533
1707818901.0839999,-18563.213177110338
1707818901.0879998,-18546.248203068757
1707818901.092,-18469.782885287153
1707818901.096,-18411.93657063682
1707818901.1,-18491.95581578682
1707818901.1039999,-18560.173339864414
1707818901.1079998,-18525.66224642542
1707818901.112,-18438.244573860717
1707818901.116,-18409.343768280003
1707818901.12,-18506.99853980524
1707818901.124,-18585.900197732473
1707818901.128,-18535.206441307837
1707818901.132,-18410.103727591482
1707818901.1360002,-18338.444034867767
1707818901.14,-18414.77524218264
1707818901.144,-18440.435044817335
1707818901.148,-18382.856951100464
1707818901.1520002,-18292.064165123007
1707818901.1560001,-18241.99625754312
1707818901.16,-18327.20110740675
1707818901.164,-18397.854971629975
1707818901.168,-18372.86572132894
1707818901.1720002,-18266.42671423277
1707818901.176,-18211.597885083902
1707818901.18,-18315.53349680108
1707818901.184,-18407.063890345562
1707818901.188,-18371.01052653915
1707818901.1920002,-18291.57242674499
1707818901.196,-18266.650231677322
1707818901.2,-18377.134904519906
1707818901.204,-18463.814969517585
1707818901.208,-18448.571079799065
1707818901.212,-18345.037799482085
1707818901.216,-18274.629804447868
1707818901.22,-18360.259337456147
1707818901.224,-18388.802515125575
1707818901.228,-18331.358531875438
1707818901.232,-18222.88551603383
1707818901.236,-18181.043050413497
1707818901.24,-18285.358641786414
1707818901.244,-18353.375000163913
1707818901.248,-18339.896898257364
1707818901.252,-18269.310089267503
1707818901.256,-18233.167318483273
1707818901.26,-18347.742360561177
1707818901.264,-18419.893791662907
1707818901.268,-18378.25249174267
1707818901.272,-18278.049621349528
1707818901.276,-18210.390890883315
1707818901.28,-18247.76300761259
1707818901.284,-18288.778458688077
1707818901.2879999,-18230.149832981806
1707818901.2919998,-18106.276465210496
1707818901.296,-18049.99477267203
1707818901.3,-18139.513509215536
1707818901.304,-18154.891509400786
1707818901.3079998,-18124.135509030286
1707818901.312,-18043.24454584653
1707818901.316,-18015.506030977493
1707818901.32,-18120.045139794962
1707818901.324,-18158.51249200255
1707818901.3279998,-18091.90429352573
1707818901.332,-17967.13685597621
1707818901.336,-17889.30808178283
1707818901.34,-17960.16311170615
1707818901.3439999,-18041.74697896802
1707818901.3479998,-18038.885955677742
1707818901.352,-17984.45945792907
1707818901.356,-18001.737356393023
1707818901.36,-18134.707884157644
1707818901.364,-18221.83498404443
1707818901.368,-18190.766059251557
1707818901.372,-18072.234758405062
1707818901.3760002,-17987.253425985986
1707818901.38,-18056.76735124199
1707818901.384,-18084.95290100013
1707818901.388,-18039.221231844575
1707818901.3920002,-17938.325457373317
1707818901.3960001,-17831.685284577048
1707818901.4,-17898.137020842674
1707818901.404,-17942.147605675174
1707818901.408,-17894.426631263093
1707818901.4120002,-17792.525028291348
1707818901.4160001,-17753.40947549456
1707818901.42,-17857.099218022733
1707818901.424,-17927.0825299123
1707818901.428,-17932.84927998177
1707818901.4320002,-17880.00975608942
1707818901.436,-17865.503473937926
1707818901.44,-17999.502181947493
1707818901.444,-18077.77799102998
1707818901.448,-18054.934508196653
1707818901.452,-17979.922053804643
1707818901.456,-17955.98333549301
1707818901.46,-18060.947127455132
1707818901.464,-18102.34255818636
1707818901.468,-18063.182301900662
1707818901.4720001,-17972.188350223107
1707818901.476,-17917.15835537414
1707818901.48,-18012.33208326484
1707818901.484,-18063.629336789767
1707818901.488,-18019.37288276826
1707818901.492,-17930.658809025146
1707818901.496,-17899.50047725445
1707818901.5,-17983.297167217395
1707818901.504,-18041.009371400996
1707818901.508,-17992.953120822087
1707818901.512,-17889.64335794966
1707818901.516,-17842.704694593514
1707818901.52,-17935.0844544273
1707818901.524,-17999.949216836598
1707818901.5279999,-17981.71019336107
1707818901.5319998,-17913.49266928347
1707818901.536,-17910.78810820438
1707818901.54,-18025.832536915845
1707818901.544,-18084.28234866647
1707818901.5479999,-18027.9559526391
1707818901.552,-17910.78810820438
1707818901.556,-17848.896127807635
1707818901.56,-17922.209849621042
1707818901.564,-17969.729658333024
1707818901.5679998,-17922.098090898766
1707818901.572,-17833.00403749991
1707818901.576,-17802.42685108505
1707818901.58,-17913.380910561194
1707818901.5839999,-18017.13770832273
1707818901.5879998,-18006.163001795176
1707818901.592,-17902.36150054473
1707818901.596,-17846.325677195273
1707818901.6,-17927.484861312492
1707818901.604,-17968.589719365802
1707818901.608,-17929.69768401357
1707818901.612,-17855.445188933038
1707818901.6160002,-17848.225575473974
1707818901.6200001,-17971.808370567367
1707818901.624,-18011.61682744227
1707818901.628,-17962.331230918317
1707818901.6320002,-17848.449092918527
1707818901.6360002,-17804.639673786125
1707818901.64,-17885.73180266998
1707818901.644,-17920.48876529798
1707818901.648,-17874.82415137579
1707818901.6520002,-17792.748545735903
1707818901.6560001,-17754.348248761686
1707818901.66,-17866.06226754931
1707818901.664,-17944.002800464965
1707818901.668,-17925.16027988914
1707818901.6720002,-17834.59101135624
1707818901.676,-17799.029385927843
1707818901.68,-17901.623892977703
1707818901.684,-17981.285510216418
1707818901.688,-17953.681105814114
1707818901.692,-17852.986497042955
1707818901.696,-17792.525028291348
1707818901.7,-17879.450962478037
1707818901.704,-17949.6354400677
1707818901.708,-17918.0300734079
1707818901.7120001,-17829.651275831613
1707818901.716,-17805.310226119786
1707818901.72,-17900.59571273276
1707818901.724,-17942.30406788636
1707818901.728,-17895.275997552395
1707818901.732,-17789.686356745526
1707818901.736,-17758.259804041365
1707818901.74,-17857.054514533822
1707818901.744,-17927.775433990413
1707818901.748,-17910.341073315274
1707818901.752,-17831.551174110315
1707818901.756,-17796.302473104297
1707818901.76,-17892.794953917855
1707818901.764,-17948.31668714484
1707818901.768,-17922.321608343318
1707818901.7719998,-17823.43749087304
1707818901.776,-17800.303435361795
1707818901.78,-17902.20503833354
1707818901.784,-17936.962000961543
1707818901.7879999,-17901.288616810874
1707818901.792,-17816.888429747632
1707818901.796,-17810.29466513332
1707818901.8,-17938.97365796252
1707818901.804,-17977.37395493674
1707818901.8079998,-17935.55384106086
1707818901.812,-17858.909709323612
